PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Has_Cabin
59,1,2,"West, Miss. Constance Mirium",female,0.04807692307692308,0.125,0.3333333333333333,C.A. 34651,0.42279658228002387,S,0
60,0,3,"Goodwin, Master. William Frederick",male,0.1634615384615385,0.625,0.3333333333333333,CA 2144,0.7145643138354277,S,0
61,0,3,"Sirayanian, Mr. Orsen",male,0.37500000000000006,0.0,0.0,2669,0.11014346135563058,C,0
62,1,1,"Icard, Miss. Amelie",female,0.6826923076923077,0.0,0.0,113572,1.0,S,1
63,0,1,"Harris, Mr. Henry Birkhardt",male,0.8173076923076923,0.125,0.0,36973,1.0,S,1
64,0,3,"Skoog, Master. Harald",male,0.028846153846153848,0.375,0.3333333333333333,347088,0.42508196921126723,S,0
65,0,1,"Stewart, Mr. Albert A",male,0.4903846153846155,0.0,0.0,PC 17605,0.42235169362407515,C,0
66,1,3,"Moubarek, Master. Gerios",male,0.4903846153846155,0.125,0.16666666666666666,2661,0.23228368050900136,C,0
67,1,2,"Nye, Mrs. (Elizabeth Ramell)",female,0.5096153846153846,0.0,0.0,C.A. 29395,0.15997708518703607,S,1
68,0,3,"Crease, Mr. Ernest James",male,0.31730769230769235,0.0,0.0,S.P. 3464,0.12429914800775203,S,0
69,1,3,"Andersson, Miss. Erna Alexandra",female,0.27884615384615385,0.5,0.3333333333333333,3101281,0.12074460953402483,S,0
70,0,3,"Kink, Mr. Vincenz",male,0.4519230769230769,0.25,0.0,315151,0.13198109527930474,S,0
71,0,2,"Jenkin, Mr. Stephen Curnow",male,0.5673076923076923,0.0,0.0,C.A. 33111,0.15997708518703607,S,0
72,0,3,"Goodwin, Miss. Lillian Amy",female,0.25961538461538464,0.625,0.3333333333333333,CA 2144,0.7145643138354277,S,0
73,0,2,"Hood, Mr. Ambrose Jr",male,0.3557692307692308,0.0,0.0,S.O.C. 14879,1.0,S,0
74,0,3,"Chronopoulos, Mr. Apostolos",male,0.4519230769230769,0.125,0.0,2680,0.22022293187718633,C,0
75,1,3,"Bing, Mr. Lee",male,0.5673076923076923,0.0,0.0,1601,0.8607650866009288,S,0
76,0,3,"Moen, Mr. Sigurd Hansen",male,0.4326923076923077,0.0,0.0,348123,0.11655473349341199,S,1
77,0,3,"Staneff, Mr. Ivan",male,0.4903846153846155,0.0,0.0,349208,0.12029972087807612,S,0
78,0,3,"Moutal, Mr. Rahamin Haim",male,0.4903846153846155,0.0,0.0,374746,0.12264909864339432,S,0
79,1,2,"Caldwell, Master. Alden Gates",male,0.0,0.0,0.3333333333333333,248738,0.44184147337371865,S,0
80,1,3,"Dowdell, Miss. Elizabeth",female,0.5288461538461539,0.0,0.0,364516,0.1900680131150738,S,0
81,0,3,"Waelens, Mr. Achille",male,0.37500000000000006,0.0,0.0,345767,0.13712321587460233,S,0
82,1,3,"Sheerlinck, Mr. Jan Baptist",male,0.5096153846153846,0.0,0.0,345779,0.14474117231208025,S,0
83,1,3,"McDermott, Miss. Brigdet Delia",female,0.4903846153846155,0.0,0.0,330932,0.1186496715137184,Q,0
84,0,1,"Carrau, Mr. Francisco M",male,0.4903846153846155,0.0,0.0,113059,0.7176114964104189,S,0
85,1,2,"Ilett, Miss. Bertha",female,0.27884615384615385,0.0,0.0,SO/C 14885,0.15997708518703607,S,0
86,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,0.5865384615384616,0.375,0.0,3101278,0.24148921906804965,S,0
87,0,3,"Ford, Mr. William Neal",male,0.25961538461538464,0.125,0.5,W./C. 6608,0.5237345050766061,S,0
88,0,3,"Slocovski, Mr. Selman Francis",male,0.4903846153846155,0.0,0.0,SOTON/OQ 392086,0.12264909864339432,S,0
89,1,1,"Fortune, Miss. Mabel Helen",female,0.3942307692307693,0.375,0.3333333333333333,19950,1.0,S,1
90,0,3,"Celotti, Mr. Francesco",male,0.4134615384615385,0.0,0.0,343275,0.12264909864339432,S,0
91,0,3,"Christmann, Mr. Emil",male,0.5096153846153846,0.0,0.0,343276,0.12264909864339432,S,0
92,0,3,"Andreasson, Mr. Paul Edvin",male,0.33653846153846156,0.0,0.0,347466,0.11966590690247796,S,0
93,0,1,"Chaffee, Mr. Herbert Fuller",male,0.8365384615384616,0.125,0.0,W.E.P. 5734,0.932056970125422,S,1
94,0,3,"Dean, Mr. Bertram Frank",male,0.4519230769230769,0.125,0.3333333333333333,C.A. 2315,0.3134789074022159,S,0
95,0,3,"Coxon, Mr. Daniel",male,1.0,0.0,0.0,364500,0.11046036834342966,S,0
96,0,3,"Shorney, Mr. Charles Joseph",male,0.4903846153846155,0.0,0.0,374910,0.12264909864339432,S,0
97,0,1,"Goldschmidt, Mr. George B",male,1.0,0.0,0.0,PC 17754,0.5279883719512939,C,1
98,1,1,"Greenfield, Mr. William Bertram",male,0.3942307692307693,0.0,0.16666666666666666,PC 17759,0.965321538705313,C,1
99,1,2,"Doling, Mrs. John T (Ada Julia Bone)",female,0.6057692307692307,0.0,0.16666666666666666,231919,0.35042599612398373,S,0
100,0,2,"Kantor, Mr. Sinai",male,0.6057692307692307,0.125,0.0,244367,0.3961337347488512,S,0
101,0,3,"Petranec, Miss. Matilda",female,0.4903846153846155,0.0,0.0,349245,0.12029972087807612,S,0
102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,0.4903846153846155,0.0,0.0,349215,0.12029972087807612,S,0
103,0,1,"White, Mr. Richard Frasar",male,0.3557692307692308,0.0,0.16666666666666666,35281,1.0,S,1
104,0,3,"Johansson, Mr. Gustaf Joel",male,0.5865384615384616,0.0,0.0,7540,0.13185463720244261,S,0
105,0,3,"Gustafsson, Mr. Anders Vilhelm",male,0.6634615384615384,0.25,0.0,3101276,0.12074460953402483,S,0
106,0,3,"Mionoff, Mr. Stoytcho",male,0.4903846153846155,0.0,0.0,349207,0.12029972087807612,S,0
107,1,3,"Salkjelsvik, Miss. Anna Kristine",female,0.3557692307692308,0.0,0.0,343120,0.11655473349341199,S,0
108,1,3,"Moss, Mr. Albert Johan",male,0.4903846153846155,0.0,0.0,312991,0.11845922260278147,S,0
109,0,3,"Rekic, Mr. Tido",male,0.6826923076923077,0.0,0.0,349249,0.12029972087807612,S,0
110,1,3,"Moran, Miss. Bertha",female,0.4903846153846155,0.125,0.0,371110,0.36794729593018294,Q,0
111,0,1,"Porter, Mr. Walter Chamberlain",male,0.8557692307692307,0.0,0.0,110465,0.7922674694977024,S,1
112,0,3,"Zabour, Miss. Hileni",female,0.23076923076923078,0.125,0.0,2665,0.22022293187718633,C,0
113,0,3,"Barton, Mr. David John",male,0.37500000000000006,0.0,0.0,324669,0.12264909864339432,S,0
114,0,3,"Jussila, Miss. Katriina",female,0.33653846153846156,0.125,0.0,4136,0.14969284399644087,S,0
115,0,3,"Attalah, Miss. Malake",female,0.27884615384615385,0.0,0.0,2627,0.22028539911997366,C,0
116,0,3,"Pekoniemi, Mr. Edvard",male,0.3557692307692308,0.0,0.0,STON/O 2. 3101294,0.12074460953402483,S,0
117,0,3,"Connors, Mr. Patrick",male,1.0,0.0,0.0,370369,0.11807832478090757,Q,0
118,0,2,"Turpin, Mr. William John Robert",male,0.5096153846153846,0.125,0.0,11668,0.31995417037407214,S,0
119,0,1,"Baxter, Mr. Quigg Edmond",male,0.4134615384615385,0.0,0.16666666666666666,PC 17558,1.0,C,1
120,0,3,"Andersson, Miss. Ellis Anna Maria",female,0.0,0.5,0.3333333333333333,347082,0.4765031751642431,S,0
121,0,2,"Hickman, Mr. Stanley George",male,0.3557692307692308,0.25,0.0,S.O.C. 14879,1.0,S,0
122,0,3,"Moore, Mr. Leonard Charles",male,0.4903846153846155,0.0,0.0,A4. 54510,0.12264909864339432,S,0
123,0,2,"Nasser, Mr. Nicholas",male,0.5769230769230769,0.125,0.0,237736,0.4581560888802213,C,0
124,1,2,"Webber, Miss. Susan",female,0.5769230769230769,0.0,0.0,27267,0.1980668673744256,S,1
125,0,1,"White, Mr. Percival Wayland",male,0.9903846153846154,0.0,0.16666666666666666,35281,1.0,S,1
126,1,3,"Nicola-Yarred, Master. Elias",male,0.1826923076923077,0.125,0.0,2651,0.17127756176639078,C,0
127,0,3,"McMahon, Mr. Martin",male,0.4903846153846155,0.0,0.0,370372,0.11807832478090757,Q,0
128,1,3,"Madsen, Mr. Fridtjof Arne",male,0.4134615384615385,0.0,0.0,C 17369,0.10881031897907195,S,0
129,1,3,"Peter, Miss. Anna",female,0.4903846153846155,0.125,0.16666666666666666,2668,0.3406491108321246,C,1
130,0,3,"Ekstrom, Mr. Johan",male,0.8173076923076923,0.0,0.0,347061,0.10627049230281681,S,0
131,0,3,"Drazenoic, Mr. Jozef",male,0.5865384615384616,0.0,0.0,349241,0.12029972087807612,C,0
132,0,3,"Coelho, Mr. Domingos Fernandeo",male,0.33653846153846156,0.0,0.0,SOTON/O.Q. 3101307,0.10741318576843849,S,0
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,0.8557692307692307,0.125,0.0,A/5. 3337,0.22092073668685933,S,0
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,0.5096153846153846,0.125,0.0,228414,0.3961337347488512,S,0
135,0,2,"Sobey, Mr. Samuel James Hayden",male,0.4326923076923077,0.0,0.0,C.A. 29178,0.1980668673744256,S,0
136,0,2,"Richard, Mr. Emile",male,0.3942307692307693,0.0,0.0,SC/PARIS 2133,0.2292364979340102,C,0
137,1,1,"Newsom, Miss. Helen Monypeny",female,0.31730769230769235,0.0,0.3333333333333333,11752,0.40045006886632617,S,1
138,0,1,"Futrelle, Mr. Jacques Heath",male,0.6634615384615384,0.125,0.0,113803,0.8090269736601539,S,1
139,0,3,"Osen, Mr. Olaf Elon",male,0.25961538461538464,0.0,0.0,7534,0.14042483819460524,S,0
140,0,1,"Giglio, Mr. Victor",male,0.4134615384615385,0.0,0.0,PC 17593,1.0,C,1
141,0,3,"Boulos, Mrs. Joseph (Sultana)",female,0.4903846153846155,0.0,0.3333333333333333,2678,0.23228368050900136,C,0
142,1,3,"Nysten, Miss. Anna Sofia",female,0.37500000000000006,0.0,0.0,347081,0.11807832478090757,S,0
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,0.4134615384615385,0.125,0.0,STON/O2. 3101279,0.24148921906804965,S,0
144,0,3,"Burke, Mr. Jeremiah",male,0.31730769230769235,0.0,0.0,365222,0.10284241190595175,Q,0
145,0,2,"Andrew, Mr. Edgardo Samuel",male,0.2980769230769231,0.0,0.0,231945,0.17521299806199186,S,0
146,0,2,"Nicholls, Mr. Joseph Charles",male,0.31730769230769235,0.125,0.16666666666666666,C.A. 33112,0.5599197981546262,S,0
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,0.4711538461538462,0.0,0.0,350043,0.11877612959058054,S,0
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",female,0.125,0.25,0.3333333333333333,W./C. 6608,0.5237345050766061,S,0
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,0.6538461538461539,0.0,0.3333333333333333,230080,0.3961337347488512,S,1
150,0,2,"Byles, Rev. Thomas Roussel Davids",male,0.7596153846153846,0.0,0.0,244310,0.1980668673744256,S,0
151,0,2,"Bateman, Rev. Robert James",male,0.9326923076923077,0.0,0.0,S.O.P. 1166,0.19082980875882158,S,0
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,0.37500000000000006,0.125,0.0,113776,1.0,S,1
153,0,3,"Meo, Mr. Alfonzo",male,1.0,0.0,0.0,A.5. 11206,0.12264909864339432,S,0
154,0,3,"van Billiard, Mr. Austin Blyler",male,0.7307692307692307,0.0,0.3333333333333333,A/5. 851,0.22092073668685933,S,0
155,0,3,"Olsen, Mr. Ole Martin",male,0.4903846153846155,0.0,0.0,Fa 265302,0.1114126128981144,S,0
156,0,1,"Williams, Mr. Charles Duane",male,0.9326923076923077,0.0,0.16666666666666666,PC 17597,0.935168143534488,C,0
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,0.25961538461538464,0.0,0.0,35851,0.1178238850358958,Q,0
158,0,3,"Corn, Mr. Harry",male,0.5288461538461539,0.0,0.0,SOTON/OQ 392090,0.12264909864339432,S,0
159,0,3,"Smiljanic, Mr. Mile",male,0.4903846153846155,0.0,0.0,315037,0.13198109527930474,S,0
160,0,3,"Sage, Master. Thomas Henry",male,0.4903846153846155,1.0,0.3333333333333333,CA. 2343,1.0,S,0
161,0,3,"Cribb, Mr. John Hatfield",male,0.7980769230769231,0.0,0.16666666666666666,371362,0.24529819728678864,S,0
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,0.7211538461538461,0.0,0.0,C.A. 33595,0.23996562778055408,S,0
163,0,3,"Bengtsson, Mr. John Viktor",male,0.4519230769230769,0.0,0.0,347068,0.11845922260278147,S,0
164,0,3,"Calic, Mr. Jovo",male,0.27884615384615385,0.0,0.0,315093,0.13198109527930474,S,0
165,0,3,"Panula, Master. Eino Viljami",male,0.0,0.5,0.16666666666666666,3101295,0.6046752922248089,S,0
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,0.125,0.0,0.3333333333333333,363291,0.31271711175846806,S,0
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,0.4903846153846155,0.0,0.16666666666666666,113505,0.8379752081225699,S,1
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,0.8173076923076923,0.125,0.6666666666666666,347088,0.42508196921126723,S,0
169,0,1,"Baumann, Mr. John D",male,0.4903846153846155,0.0,0.0,PC 17318,0.39499104128322954,S,0
170,0,3,"Ling, Mr. Lee",male,0.4903846153846155,0.0,0.0,1601,0.8607650866009288,S,0
171,0,1,"Van der hoef, Mr. Wyckoff",male,1.0,0.0,0.0,111240,0.5104030813110199,S,1
172,0,3,"Rice, Master. Arthur",male,0.028846153846153848,0.5,0.16666666666666666,382652,0.4437459624830881,Q,0
173,1,3,"Johnson, Miss. Eleanor Ileen",female,0.0,0.125,0.16666666666666666,347742,0.1696259888107456,S,0
174,0,3,"Sivola, Mr. Antti Wilhelm",male,0.3557692307692308,0.0,0.0,STON/O 2. 3101280,0.12074460953402483,S,0
175,0,1,"Smith, Mr. James Clinch",male,1.0,0.0,0.0,17764,0.4676785344270687,C,1
176,0,3,"Klasen, Mr. Klas Albin",male,0.2980769230769231,0.125,0.16666666666666666,350404,0.11966590690247796,S,0
177,0,3,"Lefebre, Master. Henry Forbes",male,0.4903846153846155,0.375,0.16666666666666666,4133,0.3880084224126373,S,0
178,0,1,"Isham, Miss. Ann Elizabeth",female,0.9134615384615384,0.0,0.0,PC 17595,0.4374611484221688,C,1
179,0,2,"Hale, Mr. Reginald",male,0.5288461538461539,0.0,0.0,250653,0.1980668673744256,S,0
180,0,3,"Leonard, Mr. Lionel",male,0.6442307692307692,0.0,0.0,LINE,0.0,S,0
181,0,3,"Sage, Miss. Constance Gladys",female,0.4903846153846155,1.0,0.3333333333333333,CA. 2343,1.0,S,0
182,0,2,"Pernot, Mr. Rene",male,0.4903846153846155,0.0,0.0,SC/PARIS 2131,0.22930048876808504,C,0
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,0.125,0.5,0.3333333333333333,347077,0.47821721536267564,S,0
184,1,2,"Becker, Master. Richard F",male,0.0,0.25,0.16666666666666666,230136,0.5942006021232767,S,1
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,0.028846153846153848,0.0,0.3333333333333333,315153,0.33557098107090183,S,0
186,0,1,"Rood, Mr. Hugh Roscoe",male,0.4903846153846155,0.0,0.0,113767,0.7617956437477907,S,1
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,0.4903846153846155,0.125,0.0,370365,0.23615664956181515,Q,0
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,0.8173076923076923,0.0,0.0,111428,0.40451348683007693,S,0
189,0,3,"Bourke, Mr. John",male,0.7211538461538461,0.125,0.16666666666666666,364849,0.23615664956181515,Q,0
190,0,3,"Turcin, Mr. Stjepan",male,0.6442307692307692,0.0,0.0,349247,0.12029972087807612,S,0
191,1,2,"Pinsky, Mrs. (Rosa)",female,0.5673076923076923,0.0,0.0,234604,0.1980668673744256,S,0
192,0,2,"Carbines, Mr. William",male,0.31730769230769235,0.0,0.0,28424,0.1980668673744256,S,0
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,0.31730769230769235,0.125,0.0,350046,0.11966590690247796,S,0
194,1,2,"Navratil, Master. Michel M",male,0.009615384615384616,0.125,0.16666666666666666,230080,0.3961337347488512,S,1
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,0.7980769230769231,0.0,0.0,PC 17610,0.42235169362407515,C,1
196,1,1,"Lurette, Miss. Elise",female,1.0,0.0,0.0,PC 17569,1.0,C,1
197,0,3,"Mernagh, Mr. Robert",male,0.4903846153846155,0.0,0.0,368703,0.11807832478090757,Q,0
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,0.7596153846153846,0.0,0.16666666666666666,4579,0.12804565898370365,S,0
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,0.4903846153846155,0.0,0.0,370370,0.11807832478090757,Q,0
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,0.4134615384615385,0.0,0.0,248747,0.1980668673744256,S,0
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,0.4903846153846155,0.0,0.0,345770,0.14474117231208025,S,0
202,0,3,"Sage, Mr. Frederick",male,0.4903846153846155,1.0,0.3333333333333333,CA. 2343,1.0,S,0
203,0,3,"Johanson, Mr. Jakob Alfred",male,0.6057692307692307,0.0,0.0,3101264,0.09896944285313798,S,0
204,0,3,"Youseff, Mr. Gerious",male,0.8269230769230769,0.0,0.0,2628,0.11007947052155576,C,0
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,0.2980769230769231,0.0,0.0,A/5 3540,0.12264909864339432,S,0
206,0,3,"Strom, Miss. Telma Matilda",female,0.0,0.0,0.16666666666666666,347054,0.15940573845422523,S,1
207,0,3,"Backstrom, Mr. Karl Alfred",male,0.5673076923076923,0.125,0.0,3101278,0.24148921906804965,S,0
208,1,3,"Albimona, Mr. Nassef Cassem",male,0.4519230769230769,0.0,0.0,2699,0.2862447131382324,C,0
209,1,3,"Carr, Miss. Helen ""Ellen""",female,0.25961538461538464,0.0,0.0,367231,0.11807832478090757,Q,0
210,1,1,"Blank, Mr. Henry",male,0.7211538461538461,0.0,0.0,112277,0.4723132991236303,C,1
211,0,3,"Ali, Mr. Ahmed",male,0.4134615384615385,0.0,0.0,SOTON/O.Q. 3101311,0.10741318576843849,S,0
212,1,2,"Cameron, Miss. Clear Annie",female,0.625,0.0,0.0,F.C.C. 13528,0.31995417037407214,S,0
213,0,3,"Perkin, Mr. John Henry",male,0.37500000000000006,0.0,0.0,A/5 21174,0.11046036834342966,S,0
214,0,2,"Givard, Mr. Hans Kristensen",male,0.5288461538461539,0.0,0.0,250646,0.1980668673744256,S,0
215,0,3,"Kiernan, Mr. Philip",male,0.4903846153846155,0.125,0.0,367229,0.11807832478090757,Q,0
216,1,1,"Newell, Miss. Madeleine",female,0.548076923076923,0.125,0.0,35273,1.0,C,1
217,1,3,"Honkanen, Miss. Eliina",female,0.4711538461538462,0.0,0.0,STON/O2. 3101283,0.12074460953402483,S,0
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,0.7596153846153846,0.125,0.0,243847,0.411369647623807,S,0
219,1,1,"Bazzani, Miss. Albina",female,0.5673076923076923,0.0,0.0,11813,1.0,C,1
220,0,2,"Harris, Mr. Walter",male,0.5288461538461539,0.0,0.0,W/C 14208,0.15997708518703607,S,0
221,1,3,"Sunderland, Mr. Victor Francis",male,0.25961538461538464,0.0,0.0,SOTON/OQ 392089,0.12264909864339432,S,0
222,0,2,"Bracken, Mr. James H",male,0.4711538461538462,0.0,0.0,220367,0.1980668673744256,S,0
223,0,3,"Green, Mr. George Henry",male,0.9326923076923077,0.0,0.0,21440,0.12264909864339432,S,0
224,0,3,"Nenkoff, Mr. Christo",male,0.4903846153846155,0.0,0.0,349234,0.12029972087807612,S,0
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,0.6826923076923077,0.125,0.0,19943,1.0,S,1
